,VideoID,Attention,Mediation,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,age,gender
3504,7.0,53.0,51.0,510657.0,103189.0,12394.0,33726.0,78074.0,48215.0,14255.0,12947.0,31,1
8305,4.0,0.0,0.0,459059.0,133786.0,62819.0,55181.0,96912.0,374372.0,313699.0,135411.0,24,1
919,7.0,64.0,61.0,423356.0,54046.0,20104.0,14947.0,18963.0,40618.0,21497.0,10091.0,25,1
165,1.0,35.0,54.0,443092.0,72962.0,37050.0,13731.0,29177.0,33064.0,34259.0,4145.0,25,1
8440,5.0,0.0,0.0,220821.0,83212.0,16030.0,24290.0,29693.0,35792.0,14269.0,12884.0,24,1
10942,5.0,37.0,21.0,843834.0,95778.0,1557.0,18232.0,28914.0,6684.0,6229.0,3397.0,25,1
4594,5.0,26.0,34.0,542198.0,874132.0,6867.0,8410.0,14795.0,25106.0,13026.0,7513.0,28,0
10391,0.0,61.0,38.0,397738.0,47735.0,1214.0,1289.0,4183.0,5457.0,3575.0,1958.0,25,1
2850,2.0,30.0,57.0,12096.0,3519.0,5615.0,2611.0,3130.0,2264.0,1606.0,1268.0,31,1
9756,5.0,35.0,57.0,1271133.0,789362.0,111778.0,39483.0,52124.0,63786.0,25845.0,22995.0,25,1
12783,9.0,53.0,43.0,1326880.0,69199.0,16948.0,21541.0,7142.0,49639.0,20224.0,2139.0,24,0
10412,1.0,40.0,87.0,420494.0,112458.0,46685.0,2125.0,10489.0,6238.0,5709.0,4238.0,25,1
4460,4.0,41.0,50.0,242439.0,105919.0,41653.0,14947.0,10805.0,14944.0,10913.0,6245.0,28,0
9575,4.0,26.0,40.0,844803.0,230994.0,15102.0,16958.0,16255.0,71457.0,47942.0,14089.0,25,1
6623,1.0,21.0,37.0,312755.0,272132.0,37771.0,16095.0,13054.0,17645.0,7890.0,2676.0,24,1
10741,3.0,40.0,56.0,1779235.0,401302.0,61493.0,29174.0,72466.0,35407.0,25547.0,23244.0,25,1
2735,1.0,66.0,47.0,7969.0,10205.0,11003.0,1585.0,3297.0,2518.0,2987.0,2216.0,31,1
5669,3.0,40.0,57.0,688016.0,62743.0,1095.0,27813.0,7903.0,5137.0,4307.0,6031.0,24,1
4988,8.0,23.0,67.0,284852.0,15562.0,4816.0,5351.0,1866.0,916.0,862.0,641.0,28,0
11513,9.0,63.0,74.0,978101.0,18669.0,4886.0,8564.0,3714.0,3647.0,3647.0,1824.0,25,1
2378,8.0,41.0,84.0,183549.0,23158.0,7141.0,26139.0,1815.0,2847.0,700.0,1339.0,24,1
10275,0.0,34.0,53.0,794587.0,149015.0,29547.0,15079.0,16456.0,13463.0,7275.0,3227.0,25,1
4172,2.0,81.0,75.0,524738.0,176543.0,57812.0,55040.0,24079.0,24846.0,9862.0,5420.0,28,0
8092,2.0,0.0,0.0,535274.0,105917.0,35333.0,25144.0,32137.0,255582.0,161928.0,29431.0,24,1
12157,4.0,38.0,34.0,115164.0,7711.0,6909.0,2331.0,5156.0,3438.0,7212.0,307.0,24,0
2103,6.0,54.0,91.0,476057.0,116647.0,30603.0,44417.0,23180.0,12361.0,4650.0,10217.0,24,1
3759,9.0,38.0,90.0,5327.0,16184.0,11262.0,15424.0,5971.0,5937.0,2668.0,1830.0,31,1
10976,5.0,44.0,47.0,772560.0,238476.0,33241.0,20466.0,8719.0,44372.0,13248.0,7764.0,25,1
1837,4.0,40.0,30.0,389779.0,484258.0,8087.0,44024.0,60224.0,21971.0,11829.0,4507.0,24,1
10290,0.0,20.0,44.0,996892.0,185751.0,24305.0,35612.0,87388.0,28194.0,25847.0,12620.0,25,1
10638,2.0,90.0,63.0,397826.0,100403.0,43138.0,5493.0,21828.0,17400.0,10034.0,11999.0,25,1
5710,4.0,78.0,51.0,6360.0,12761.0,3139.0,14662.0,11918.0,33559.0,4485.0,15302.0,24,1
4500,4.0,23.0,53.0,744490.0,21660.0,3930.0,1769.0,2551.0,2463.0,987.0,1225.0,28,0
1093,8.0,29.0,57.0,1365029.0,255193.0,42914.0,35334.0,38633.0,34161.0,71378.0,20879.0,25,1
9980,7.0,30.0,53.0,210947.0,271215.0,56948.0,68751.0,62145.0,44766.0,20472.0,15373.0,25,1
6718,1.0,50.0,40.0,1431332.0,205925.0,23429.0,24182.0,10652.0,23490.0,7114.0,3031.0,24,1
9258,1.0,38.0,54.0,465652.0,86749.0,33439.0,31998.0,16374.0,18527.0,9658.0,13378.0,25,1
160,1.0,14.0,56.0,298313.0,234443.0,27649.0,40937.0,12836.0,16821.0,28966.0,15167.0,25,1
203,1.0,47.0,50.0,592990.0,39088.0,12492.0,5503.0,1778.0,8170.0,14921.0,8665.0,25,1
6483,0.0,54.0,61.0,110176.0,78819.0,21583.0,17097.0,7608.0,10099.0,6694.0,680.0,24,1
3940,0.0,13.0,51.0,732589.0,144727.0,16731.0,59978.0,11276.0,8678.0,9525.0,1323.0,28,0
4933,8.0,37.0,74.0,2082228.0,317017.0,155517.0,15780.0,12101.0,18266.0,6566.0,22694.0,28,0
7647,9.0,70.0,77.0,650170.0,46745.0,15260.0,14920.0,9564.0,9443.0,4461.0,1011.0,24,1
1230,9.0,37.0,57.0,182752.0,6279.0,4198.0,11369.0,7355.0,8764.0,11891.0,5139.0,25,1
3046,3.0,38.0,70.0,4072.0,7021.0,6298.0,13166.0,6009.0,2471.0,1677.0,943.0,31,1
7957,1.0,0.0,0.0,246994.0,114786.0,33830.0,46988.0,35718.0,336652.0,284469.0,99799.0,24,1
2915,2.0,70.0,66.0,3339.0,8121.0,2855.0,10659.0,4107.0,7169.0,478.0,2050.0,31,1
11623,0.0,38.0,83.0,2234978.0,770435.0,843805.0,653201.0,110087.0,608350.0,359635.0,44237.0,24,0
4251,3.0,0.0,0.0,716675.0,1020569.0,72143.0,38421.0,94598.0,316057.0,42127.0,13005.0,28,0
6111,7.0,17.0,29.0,434255.0,950994.0,140390.0,45361.0,28937.0,22163.0,12089.0,24700.0,24,1
6204,8.0,21.0,53.0,2372.0,12000.0,7060.0,13834.0,3426.0,10688.0,7144.0,4289.0,24,1
2725,1.0,56.0,78.0,7576.0,6987.0,2178.0,7420.0,5171.0,7014.0,1481.0,1375.0,31,1
4290,3.0,0.0,0.0,709908.0,385260.0,14821.0,23244.0,18141.0,225564.0,10854.0,4545.0,28,0
4334,3.0,0.0,0.0,106778.0,5908.0,3649.0,2677.0,1086.0,3974.0,221.0,150.0,28,0
383,2.0,40.0,37.0,704582.0,368860.0,29763.0,28663.0,11687.0,59411.0,78722.0,7711.0,25,1
7485,8.0,29.0,67.0,262306.0,48054.0,8772.0,3364.0,6798.0,3599.0,1786.0,718.0,24,1
4886,7.0,69.0,53.0,117672.0,18903.0,2833.0,1656.0,3050.0,906.0,676.0,280.0,28,0
857,6.0,38.0,57.0,1978917.0,461232.0,112834.0,98184.0,19211.0,48617.0,31170.0,13158.0,25,1
370,2.0,21.0,57.0,1415457.0,521535.0,163758.0,12784.0,107312.0,77717.0,113083.0,29509.0,25,1
6539,0.0,69.0,63.0,2701492.0,309824.0,24215.0,82440.0,23023.0,45549.0,18099.0,4781.0,24,1
2561,9.0,77.0,75.0,644944.0,44632.0,25855.0,15592.0,30515.0,9666.0,3056.0,2327.0,24,1
3801,9.0,63.0,50.0,18444.0,4182.0,3939.0,2699.0,3048.0,5895.0,517.0,1796.0,31,1
5455,2.0,54.0,70.0,62205.0,55823.0,18255.0,37081.0,11296.0,8106.0,5060.0,15428.0,24,1
11827,1.0,43.0,70.0,726213.0,55181.0,37707.0,45352.0,33306.0,29797.0,33616.0,3413.0,24,0
6859,2.0,38.0,61.0,979686.0,732760.0,96472.0,247805.0,127881.0,59825.0,24835.0,15049.0,24,1
8728,7.0,0.0,0.0,154341.0,76613.0,17855.0,28176.0,6664.0,97459.0,91343.0,24020.0,24,1
11113,6.0,56.0,64.0,131394.0,21693.0,3179.0,4264.0,7928.0,6130.0,8491.0,6813.0,25,1
12302,5.0,38.0,24.0,211673.0,1108783.0,322925.0,56458.0,22435.0,70798.0,64494.0,17586.0,24,0
5944,5.0,56.0,80.0,31743.0,16430.0,25984.0,10361.0,12790.0,16042.0,9221.0,4951.0,24,1
615,4.0,87.0,50.0,24801.0,17605.0,3240.0,13774.0,13769.0,49402.0,12761.0,7034.0,25,1
2575,0.0,60.0,24.0,17270.0,11626.0,3593.0,1488.0,5765.0,2501.0,2418.0,2660.0,31,1
53,0.0,77.0,60.0,580030.0,148325.0,74965.0,13663.0,35966.0,100939.0,27601.0,11601.0,25,1
9147,1.0,24.0,54.0,763468.0,222519.0,12820.0,9217.0,15712.0,9818.0,6173.0,5692.0,25,1
3340,5.0,91.0,35.0,6123.0,7194.0,7473.0,1369.0,18844.0,18902.0,10740.0,4306.0,31,1
9724,5.0,34.0,70.0,460023.0,94016.0,63280.0,38597.0,25887.0,25948.0,26132.0,20033.0,25,1
11598,0.0,27.0,83.0,1540656.0,26089.0,27034.0,42575.0,7512.0,20983.0,19701.0,2292.0,24,0
8631,7.0,0.0,0.0,18297.0,133953.0,8432.0,4775.0,7092.0,4863.0,2410.0,2512.0,24,1
10068,8.0,30.0,63.0,203450.0,119283.0,40076.0,24164.0,14664.0,42767.0,27361.0,23095.0,25,1
5876,5.0,40.0,69.0,718612.0,27823.0,5396.0,4913.0,2911.0,1028.0,862.0,311.0,24,1
12379,6.0,21.0,57.0,709860.0,86563.0,78264.0,21631.0,13864.0,10724.0,6365.0,1104.0,24,0
1812,4.0,38.0,83.0,331859.0,53497.0,15951.0,9428.0,12721.0,3059.0,1984.0,662.0,24,1
990,7.0,13.0,57.0,1111058.0,138640.0,47697.0,7041.0,30419.0,39403.0,38857.0,27363.0,25,1
10168,9.0,16.0,48.0,291405.0,334556.0,72292.0,27631.0,33223.0,26350.0,40715.0,33020.0,25,1
10744,3.0,48.0,47.0,113882.0,23702.0,18260.0,29066.0,48722.0,17455.0,6357.0,7092.0,25,1
8411,5.0,0.0,0.0,528752.0,128557.0,7997.0,22524.0,12665.0,11934.0,28034.0,10144.0,24,1
2942,2.0,54.0,70.0,7107.0,7498.0,8997.0,5560.0,5645.0,3136.0,4891.0,2142.0,31,1
3163,4.0,75.0,43.0,11311.0,14384.0,2531.0,3023.0,18101.0,12144.0,6746.0,9714.0,31,1
4678,6.0,38.0,41.0,1427448.0,455338.0,62818.0,41457.0,48120.0,37053.0,11216.0,12884.0,28,0
2618,0.0,60.0,78.0,5651.0,5593.0,14411.0,6405.0,2244.0,12241.0,8797.0,3780.0,31,1
3612,8.0,66.0,47.0,4468.0,17638.0,8313.0,5305.0,6456.0,8835.0,1737.0,5267.0,31,1
8235,3.0,0.0,0.0,2208145.0,454397.0,186220.0,61271.0,40095.0,63370.0,46191.0,60763.0,24,1
7871,1.0,0.0,0.0,831526.0,57763.0,8737.0,14320.0,19997.0,243322.0,210786.0,86624.0,24,1
11834,2.0,34.0,77.0,118680.0,122938.0,45699.0,27449.0,15581.0,15343.0,19290.0,4619.0,24,0
3792,9.0,47.0,66.0,19996.0,27999.0,10885.0,16616.0,12418.0,5838.0,968.0,1213.0,31,1
8658,7.0,0.0,0.0,551877.0,79197.0,8034.0,8213.0,16048.0,20964.0,24702.0,45745.0,24,1
3439,6.0,74.0,50.0,4475.0,13234.0,2310.0,4119.0,2490.0,7283.0,2588.0,2227.0,31,1
1892,4.0,47.0,61.0,87301.0,69347.0,19032.0,6785.0,13111.0,11594.0,4309.0,3617.0,24,1
12350,6.0,40.0,61.0,735456.0,487187.0,47132.0,129098.0,48002.0,81050.0,26853.0,6778.0,24,0
11946,2.0,40.0,88.0,202849.0,5062.0,1093.0,7601.0,2011.0,3145.0,2232.0,352.0,24,0
5255,0.0,44.0,60.0,417939.0,102741.0,42824.0,31765.0,22430.0,13867.0,5971.0,15254.0,24,1
5167,0.0,87.0,44.0,8357.0,16677.0,5552.0,10539.0,11569.0,18925.0,16166.0,9890.0,24,1
6460,0.0,40.0,40.0,225220.0,102067.0,3217.0,20504.0,3489.0,15886.0,5287.0,668.0,24,1
1505,1.0,51.0,87.0,745143.0,35249.0,21114.0,7754.0,10362.0,8334.0,4046.0,675.0,24,1
8861,9.0,0.0,0.0,475192.0,193037.0,166390.0,112931.0,89981.0,77915.0,133655.0,132608.0,24,1
670,5.0,61.0,38.0,768411.0,326429.0,54791.0,65325.0,44792.0,93412.0,46497.0,61014.0,25,1
897,6.0,23.0,38.0,1221977.0,264033.0,39342.0,33458.0,13865.0,7543.0,47837.0,13763.0,25,1
3306,5.0,88.0,90.0,4324.0,1863.0,11226.0,8571.0,7507.0,4526.0,6228.0,2387.0,31,1
8026,2.0,0.0,0.0,1472501.0,2081583.0,258934.0,297764.0,345690.0,744057.0,427418.0,286694.0,24,1
6239,8.0,47.0,35.0,56542.0,23599.0,17047.0,8272.0,11105.0,15268.0,4827.0,4976.0,24,1
2890,2.0,66.0,74.0,20737.0,12531.0,8689.0,4107.0,6973.0,7514.0,1647.0,1231.0,31,1
6003,6.0,17.0,7.0,442093.0,471830.0,21123.0,28326.0,19767.0,8774.0,6510.0,7101.0,24,1
7739,0.0,0.0,0.0,1034948.0,1114788.0,148440.0,526502.0,36575.0,727681.0,176757.0,340566.0,24,1
9778,5.0,38.0,67.0,1586198.0,248310.0,156993.0,20231.0,33840.0,92768.0,29714.0,21079.0,25,1
9294,2.0,64.0,44.0,20943.0,62078.0,22539.0,13253.0,17402.0,15361.0,10748.0,8515.0,25,1
8397,5.0,0.0,0.0,827583.0,89910.0,23808.0,80998.0,15439.0,134076.0,264214.0,87147.0,24,1
2,0.0,47.0,48.0,758353.0,383745.0,201999.0,62107.0,36293.0,130536.0,57243.0,25354.0,25,1
10889,4.0,37.0,50.0,722459.0,359603.0,21025.0,21262.0,20869.0,10775.0,3347.0,4980.0,25,1
6079,7.0,23.0,69.0,18788.0,29380.0,4335.0,5962.0,6133.0,4219.0,2959.0,3310.0,24,1
531,3.0,60.0,51.0,757286.0,231154.0,37774.0,13928.0,52038.0,47621.0,58660.0,38493.0,25,1
12372,6.0,17.0,63.0,119989.0,60132.0,12888.0,2336.0,770.0,2548.0,556.0,422.0,24,0
8181,3.0,0.0,0.0,1074925.0,149000.0,157195.0,91807.0,110703.0,57564.0,108770.0,159670.0,24,1
11078,6.0,21.0,56.0,1811567.0,166341.0,18762.0,17464.0,18404.0,6790.0,6436.0,2724.0,25,1
6476,0.0,48.0,51.0,129721.0,87335.0,27666.0,19292.0,7089.0,15155.0,5079.0,1469.0,24,1
11413,8.0,35.0,57.0,1371926.0,669302.0,36181.0,50242.0,58998.0,31466.0,12581.0,14812.0,25,1
10853,4.0,35.0,63.0,578909.0,34254.0,3540.0,3322.0,4443.0,1284.0,1128.0,2279.0,25,1
3406,6.0,40.0,35.0,22812.0,7447.0,7975.0,10237.0,10284.0,11896.0,4416.0,3945.0,31,1
5991,6.0,43.0,40.0,504582.0,8733.0,3656.0,3618.0,2525.0,2503.0,676.0,565.0,24,1
6328,9.0,47.0,30.0,128118.0,34525.0,4228.0,2574.0,4287.0,6545.0,4816.0,7700.0,24,1
8879,9.0,0.0,0.0,54010.0,70197.0,7014.0,2786.0,13760.0,2199.0,3060.0,2351.0,24,1
2565,0.0,70.0,43.0,9290.0,14085.0,7690.0,1570.0,2624.0,6177.0,2552.0,3274.0,31,1
2581,0.0,57.0,47.0,15800.0,9617.0,551.0,4109.0,2904.0,11735.0,1387.0,1903.0,31,1
10469,1.0,37.0,56.0,597532.0,357758.0,13783.0,26269.0,6689.0,6670.0,6894.0,6166.0,25,1
8385,5.0,0.0,0.0,20155.0,28593.0,1169.0,2910.0,13671.0,7524.0,6923.0,5606.0,24,1
2607,0.0,53.0,69.0,12804.0,8007.0,9919.0,30445.0,3226.0,4502.0,1780.0,1819.0,31,1
12131,4.0,24.0,37.0,2743857.0,691697.0,177539.0,118188.0,244208.0,51619.0,38514.0,20413.0,24,0
2104,6.0,51.0,74.0,340673.0,56971.0,14510.0,8170.0,7497.0,5005.0,1188.0,672.0,24,1
11907,2.0,34.0,24.0,154711.0,20771.0,7138.0,7888.0,4490.0,8501.0,3169.0,534.0,24,0
9145,1.0,27.0,70.0,1779267.0,715354.0,116332.0,121721.0,37259.0,18850.0,51327.0,37132.0,25,1
11717,1.0,70.0,20.0,162631.0,12795.0,4037.0,10707.0,4632.0,29330.0,1431.0,714.0,24,0
4994,8.0,40.0,57.0,474832.0,374074.0,49340.0,7896.0,73930.0,9053.0,20332.0,7248.0,28,0
9601,4.0,60.0,44.0,419545.0,17334.0,36487.0,13712.0,23700.0,31738.0,41097.0,18624.0,25,1
5057,9.0,13.0,26.0,354480.0,38747.0,4850.0,4480.0,12721.0,4959.0,3662.0,767.0,28,0
658,4.0,66.0,35.0,310262.0,145081.0,1041.0,12856.0,31578.0,21295.0,58253.0,10208.0,25,1
4434,4.0,41.0,51.0,39310.0,173954.0,21064.0,15059.0,5171.0,5323.0,5052.0,4793.0,28,0
12164,4.0,37.0,50.0,942368.0,33335.0,27421.0,11252.0,16854.0,16554.0,8751.0,2687.0,24,0
3816,9.0,30.0,37.0,13286.0,15361.0,5740.0,4796.0,5808.0,7374.0,1578.0,2037.0,31,1
6773,2.0,61.0,54.0,68935.0,44756.0,8406.0,11552.0,7000.0,9689.0,4330.0,636.0,24,1
12070,3.0,21.0,47.0,380695.0,118782.0,20472.0,29606.0,5276.0,34750.0,13120.0,1527.0,24,0
7260,6.0,38.0,66.0,702689.0,477061.0,34266.0,124455.0,23388.0,45446.0,10616.0,9812.0,24,1
3904,0.0,51.0,61.0,259235.0,14326.0,15996.0,6797.0,2941.0,4968.0,994.0,191.0,28,0
11393,8.0,14.0,37.0,1008881.0,431300.0,45380.0,57320.0,45374.0,32598.0,21478.0,15911.0,25,1
6811,2.0,35.0,35.0,145366.0,37783.0,14916.0,5928.0,6368.0,5538.0,3118.0,627.0,24,1
9240,1.0,38.0,51.0,568918.0,375172.0,60311.0,47990.0,29023.0,60461.0,51953.0,42367.0,25,1
3700,8.0,74.0,74.0,11441.0,2344.0,8222.0,5768.0,6907.0,9368.0,2761.0,3087.0,31,1
11790,1.0,27.0,50.0,713581.0,306690.0,14949.0,34902.0,58745.0,42036.0,37470.0,3251.0,24,0
1788,4.0,41.0,40.0,602493.0,755848.0,30761.0,61821.0,45860.0,23961.0,7831.0,9273.0,24,1
10875,4.0,30.0,41.0,1086386.0,1116636.0,71786.0,137102.0,118385.0,76399.0,30257.0,9142.0,25,1
6314,8.0,37.0,60.0,180417.0,24835.0,2728.0,2601.0,3004.0,2780.0,1795.0,581.0,24,1
3645,8.0,17.0,74.0,159359.0,10443.0,2357.0,2248.0,2428.0,2074.0,1265.0,941.0,31,1
1776,3.0,38.0,40.0,1087941.0,78283.0,54725.0,4823.0,26755.0,23386.0,5796.0,2636.0,24,1
192,1.0,47.0,44.0,635374.0,114038.0,16095.0,6551.0,16733.0,18516.0,6723.0,4277.0,25,1
8776,8.0,0.0,0.0,961167.0,313904.0,99947.0,253649.0,76892.0,322078.0,40695.0,147242.0,24,1
11013,5.0,35.0,16.0,1169167.0,106585.0,26246.0,6235.0,113176.0,23095.0,9442.0,3901.0,25,1
5388,1.0,24.0,37.0,749277.0,319611.0,68538.0,9568.0,22790.0,17542.0,14458.0,14201.0,24,1
8817,8.0,0.0,0.0,322423.0,359220.0,41983.0,16619.0,26471.0,19265.0,11590.0,8308.0,24,1
4951,8.0,63.0,69.0,1094231.0,60100.0,32869.0,2087.0,11657.0,5782.0,4470.0,822.0,28,0
2687,0.0,54.0,69.0,6108.0,17935.0,3506.0,6874.0,3918.0,8304.0,4243.0,5121.0,31,1
4390,4.0,23.0,61.0,1439694.0,309121.0,55817.0,23066.0,41376.0,29896.0,15334.0,22579.0,28,0
4927,8.0,51.0,61.0,2202785.0,87995.0,9520.0,18037.0,32916.0,21974.0,4424.0,2481.0,28,0
5552,2.0,50.0,84.0,24511.0,8412.0,14120.0,3817.0,7470.0,5707.0,3212.0,3908.0,24,1
10012,7.0,54.0,30.0,302961.0,22073.0,20305.0,11247.0,92992.0,35776.0,31020.0,27758.0,25,1
238,1.0,14.0,44.0,1995158.0,95757.0,33140.0,43449.0,49735.0,48064.0,67959.0,19646.0,25,1
11866,2.0,51.0,29.0,151852.0,23823.0,1589.0,6420.0,1177.0,8215.0,3321.0,754.0,24,0
8772,8.0,0.0,0.0,679781.0,387029.0,82461.0,85769.0,21731.0,194607.0,80409.0,68569.0,24,1
6901,3.0,13.0,78.0,756834.0,89947.0,60703.0,8617.0,4167.0,7158.0,2687.0,2013.0,24,1
9385,2.0,64.0,57.0,989849.0,163821.0,35714.0,74122.0,15099.0,33534.0,26620.0,16135.0,25,1
12691,9.0,60.0,50.0,326369.0,17752.0,2419.0,1976.0,1155.0,1120.0,1503.0,374.0,24,0
9736,5.0,35.0,43.0,2063464.0,71188.0,12117.0,13877.0,17775.0,4402.0,7806.0,5325.0,25,1
5097,9.0,21.0,37.0,829253.0,610645.0,154186.0,89630.0,145286.0,54833.0,46553.0,23838.0,28,0
9275,2.0,14.0,37.0,304504.0,102059.0,23383.0,12594.0,45843.0,12110.0,13204.0,12060.0,25,1
9574,4.0,34.0,51.0,1281972.0,406264.0,33414.0,63146.0,26289.0,41117.0,24063.0,29425.0,25,1
8842,8.0,0.0,0.0,34307.0,92136.0,2542.0,5310.0,12792.0,4265.0,3009.0,2662.0,24,1
3552,7.0,38.0,60.0,6697.0,25879.0,5611.0,19650.0,6392.0,7989.0,2666.0,6494.0,31,1
12771,9.0,43.0,61.0,1121296.0,38851.0,20779.0,8781.0,3176.0,47454.0,27282.0,1280.0,24,0
3360,6.0,41.0,80.0,6189.0,7109.0,6588.0,22068.0,5097.0,5062.0,1639.0,2499.0,31,1
8328,4.0,0.0,0.0,667184.0,392292.0,8764.0,102493.0,70712.0,355527.0,236906.0,52892.0,24,1
5628,3.0,29.0,54.0,10216.0,3196.0,5959.0,11716.0,11646.0,2592.0,2791.0,1884.0,24,1
7751,0.0,0.0,0.0,1584731.0,265044.0,95971.0,65000.0,65557.0,64131.0,145235.0,127340.0,24,1
5783,4.0,78.0,53.0,9362.0,6168.0,2883.0,4802.0,6321.0,11748.0,5638.0,2161.0,24,1
4507,4.0,53.0,66.0,718407.0,207477.0,30227.0,32537.0,21825.0,55099.0,20075.0,12644.0,28,0
10826,4.0,64.0,57.0,419137.0,40605.0,28858.0,33348.0,53656.0,9480.0,2774.0,5198.0,25,1
146,1.0,56.0,44.0,1817666.0,259465.0,22213.0,71445.0,69577.0,105431.0,141042.0,29641.0,25,1
9463,3.0,30.0,44.0,558752.0,58117.0,28662.0,5251.0,2754.0,10874.0,10277.0,7493.0,25,1
2294,8.0,67.0,74.0,1518256.0,342489.0,269378.0,56889.0,27648.0,66081.0,23702.0,31652.0,24,1
7178,5.0,44.0,43.0,778317.0,746569.0,43878.0,15984.0,24743.0,34887.0,14401.0,6065.0,24,1
12217,5.0,24.0,50.0,648194.0,1330245.0,267504.0,396815.0,126689.0,101673.0,239069.0,81732.0,24,0
9219,1.0,40.0,63.0,263679.0,138854.0,28262.0,57961.0,14314.0,41905.0,30916.0,26729.0,25,1
12138,4.0,67.0,63.0,528804.0,171350.0,168753.0,93231.0,32531.0,290306.0,43907.0,8073.0,24,0
10632,2.0,63.0,57.0,632752.0,235406.0,14115.0,20834.0,8931.0,6492.0,16469.0,2388.0,25,1
7081,4.0,53.0,67.0,475144.0,67255.0,37202.0,18759.0,7137.0,9939.0,9342.0,1107.0,24,1
4733,6.0,57.0,56.0,1160810.0,163920.0,27245.0,57147.0,27273.0,13119.0,3130.0,3665.0,28,0
4384,3.0,0.0,0.0,132569.0,1767.0,2127.0,1545.0,530.0,5667.0,181.0,136.0,28,0
8786,8.0,0.0,0.0,988447.0,163560.0,252085.0,255122.0,103417.0,91661.0,57382.0,63848.0,24,1
4545,5.0,66.0,41.0,138338.0,19579.0,9105.0,4608.0,3545.0,3808.0,1548.0,1135.0,28,0
596,4.0,30.0,51.0,1395133.0,562015.0,28061.0,64432.0,95771.0,42378.0,63801.0,31255.0,25,1
11641,0.0,4.0,29.0,58420.0,100899.0,1981.0,1619.0,3123.0,2367.0,4049.0,375.0,24,0
9024,0.0,38.0,48.0,1549667.0,62787.0,32736.0,18972.0,11697.0,38148.0,35169.0,26267.0,25,1
5164,0.0,51.0,37.0,15596.0,31736.0,5861.0,3903.0,9415.0,19686.0,11929.0,19889.0,24,1
11709,1.0,88.0,17.0,282635.0,2797.0,4986.0,748.0,2704.0,41613.0,1485.0,217.0,24,0
1647,2.0,41.0,83.0,1229857.0,47832.0,62785.0,84620.0,100752.0,12826.0,5221.0,4015.0,24,1
6815,2.0,47.0,66.0,55313.0,46938.0,26297.0,8767.0,14160.0,5752.0,1891.0,774.0,24,1
2700,0.0,91.0,64.0,5355.0,2463.0,3301.0,10169.0,6746.0,10431.0,3656.0,2917.0,31,1
1700,3.0,21.0,54.0,117215.0,79334.0,7712.0,31152.0,2952.0,8279.0,4613.0,606.0,24,1
2773,1.0,41.0,63.0,11515.0,30040.0,20048.0,6199.0,3611.0,36919.0,3251.0,1649.0,31,1
6968,3.0,40.0,57.0,897949.0,821435.0,55188.0,56572.0,60690.0,42115.0,18470.0,5022.0,24,1
8143,3.0,0.0,0.0,659217.0,275033.0,76945.0,420471.0,184097.0,47074.0,33553.0,76093.0,24,1
6219,8.0,50.0,47.0,217967.0,374250.0,43680.0,50375.0,10977.0,25817.0,6360.0,7892.0,24,1
86,0.0,57.0,38.0,797316.0,27368.0,5775.0,2484.0,19576.0,9637.0,12103.0,3229.0,25,1
10505,1.0,53.0,81.0,453009.0,9707.0,3318.0,953.0,1232.0,1205.0,1422.0,1090.0,25,1
10481,1.0,50.0,60.0,1418141.0,258609.0,25237.0,14504.0,9647.0,5232.0,6851.0,3683.0,25,1
11207,7.0,50.0,64.0,606573.0,60309.0,15754.0,10658.0,8748.0,4406.0,8857.0,8090.0,25,1
2594,0.0,47.0,54.0,3566.0,16247.0,4145.0,2567.0,3457.0,3429.0,3691.0,3184.0,31,1
1029,8.0,48.0,56.0,2022121.0,897065.0,46360.0,61628.0,44581.0,108595.0,90013.0,33153.0,25,1
136,0.0,41.0,61.0,177702.0,80465.0,10347.0,8977.0,6486.0,39691.0,6189.0,8714.0,25,1
6972,3.0,26.0,51.0,2048932.0,834186.0,42357.0,39318.0,30144.0,19306.0,11980.0,10945.0,24,1
7024,4.0,53.0,57.0,97516.0,18942.0,2791.0,4674.0,5662.0,3519.0,3141.0,307.0,24,1
2854,2.0,17.0,63.0,3463.0,8778.0,6269.0,12859.0,5532.0,3044.0,2960.0,1176.0,31,1
1200,9.0,53.0,47.0,352382.0,59285.0,32261.0,18822.0,9177.0,46098.0,29699.0,12817.0,25,1
6121,7.0,21.0,77.0,1172366.0,46229.0,18252.0,10560.0,7706.0,4265.0,2378.0,1761.0,24,1
9880,6.0,54.0,66.0,706863.0,44354.0,5440.0,20039.0,14651.0,6442.0,6667.0,7295.0,25,1
6296,8.0,34.0,63.0,352824.0,332081.0,62970.0,43889.0,25461.0,23913.0,9656.0,3652.0,24,1
3927,0.0,35.0,64.0,258810.0,48915.0,30549.0,23413.0,4713.0,9161.0,9998.0,999.0,28,0
11301,8.0,7.0,3.0,51786.0,53231.0,11043.0,14146.0,3331.0,10118.0,1491.0,1639.0,25,1
8468,5.0,0.0,0.0,1080342.0,56537.0,7579.0,5831.0,11404.0,25397.0,25695.0,18050.0,24,1
3606,8.0,48.0,66.0,9103.0,11085.0,7525.0,8438.0,2838.0,11277.0,3483.0,3185.0,31,1
11407,8.0,47.0,77.0,537103.0,15383.0,38332.0,10205.0,8314.0,12286.0,7221.0,2481.0,25,1
